,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
6512,f,moderate,f,3,Russian Hill,94109.0,37.805864751207686,-122.42237853031789,Boutique hotel,Private room,6,2.0,2.0,2.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1249.0
6514,f,moderate,f,22,Western Addition,94102.0,37.77416135213789,-122.42399327076015,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
6515,f,flexible,f,1,Bayview,94124.0,37.730715223001596,-122.38907457270584,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
6516,t,moderate,t,4,Mission,94110.0,37.75544371418784,-122.41546946791634,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,2,6,97.0,9.0,10.0,10.0,10.0,10.0,10.0,115.0
6517,f,strict_14_with_grace_period,t,5,Ocean View,94112.0,37.72287031434367,-122.45771323696067,House,Private room,4,2.0,1.0,2.0,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,65.0
6518,f,flexible,t,17,Noe Valley,94114.0,37.75276428564143,-122.42861492247629,House,Shared room,4,2.0,1.0,4.0,Real Bed,60,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0
6519,f,flexible,f,17,Noe Valley,94114.0,37.75195642092664,-122.42915068280985,House,Shared room,4,2.0,1.0,4.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,34.0
6520,f,flexible,t,1,Parkside,94116.0,37.73923060429358,-122.50328159293898,House,Private room,2,1.0,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
6521,f,moderate,t,1,Bernal Heights,94110.0,37.74215581020204,-122.4149122948275,House,Private room,2,1.0,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
6522,f,strict_14_with_grace_period,t,4,Bayview,94124.0,37.72212858096829,-122.39461305553995,House,Private room,2,1.0,1.0,1.0,Real Bed,2,13,92.0,9.0,10.0,9.0,10.0,9.0,9.0,41.0
6523,t,moderate,t,4,Mission,94110.0,37.75692477033057,-122.41505435548684,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,2,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
6524,f,moderate,f,4,Castro/Upper Market,94103.0,37.766003822734746,-122.42667613712943,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,4,4,100.0,10.0,9.0,9.0,10.0,10.0,10.0,200.0
6525,f,flexible,t,5,Marina,94123.0,37.804805161923106,-122.4459047775045,Villa,Private room,2,1.0,1.0,1.0,Real Bed,1,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
6526,f,moderate,t,5,Marina,94123.0,37.80496347657452,-122.44390059968836,Villa,Private room,2,1.0,1.0,1.0,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
6527,f,flexible,t,5,Marina,94123.0,37.80431759711466,-122.44442202064378,Villa,Private room,2,1.0,1.0,1.0,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
6528,f,flexible,t,5,Marina,94123.0,37.80551713816978,-122.44523400316959,Villa,Private room,2,1.0,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
6529,f,flexible,t,1,Western Addition,94115.0,37.77739716545854,-122.435073980047,House,Private room,2,2.5,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,71.0
6530,f,flexible,f,2,Potrero Hill,94107.0,37.76343239927547,-122.3974984999164,Guest suite,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
6531,f,strict_14_with_grace_period,t,4,North Beach,94133.0,37.80005503480753,-122.40728967436957,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,97.0
6532,f,flexible,t,2,Haight Ashbury,94117.0,37.77465824647537,-122.44457742218194,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,4,95.0,9.0,10.0,10.0,10.0,10.0,9.0,150.0
6533,t,strict_14_with_grace_period,t,28,Haight Ashbury,94117.0,37.77009500595987,-122.4503471194968,Hostel,Private room,2,5.0,1.0,1.0,Real Bed,1,5,96.0,10.0,9.0,10.0,10.0,10.0,8.0,500.0
6534,f,strict_14_with_grace_period,t,350,Western Addition,94115.0,37.78555838097957,-122.43658740202085,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,212.0
6535,f,flexible,f,2,Chinatown,94133.0,37.79678380904743,-122.40751933283987,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,1,13,95.0,10.0,10.0,10.0,10.0,9.0,8.0,200.0
6536,f,flexible,t,23,Noe Valley,94114.0,37.75415960255419,-122.42810386429217,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
6537,f,flexible,t,1,Mission,94103.0,37.767217507213395,-122.42159999749359,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,106.0
6538,f,flexible,t,1,Outer Sunset,94122.0,37.75237088171518,-122.4915216756489,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,1,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
6539,f,flexible,t,2,South of Market,94103.0,37.77299845540247,-122.40408756984436,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
6540,t,moderate,t,1,Pacific Heights,94123.0,37.79581687795404,-122.43300488593786,Guest suite,Entire home/apt,6,2.0,3.0,3.0,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
6541,t,moderate,f,3,Excelsior,94112.0,37.71974343952003,-122.43514551897718,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
6542,f,moderate,t,12,Mission,94110.0,37.756794897136466,-122.42510646285814,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,162.0
6543,f,flexible,f,2,Chinatown,94133.0,37.797159333724935,-122.40904583767376,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,9,89.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
6544,f,flexible,t,5,Ocean View,94112.0,37.720621422641635,-122.44839842042542,House,Private room,2,2.0,1.0,1.0,Real Bed,30,1,40.0,2.0,4.0,6.0,6.0,2.0,4.0,55.0
6545,f,flexible,t,2,Ocean View,94112.0,37.7124747063518,-122.45890395607336,House,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,38.0
6546,f,flexible,t,1,Bayview,94124.0,37.73153617418487,-122.38957087459039,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,86.0
6549,f,moderate,f,2,Bernal Heights,94112.0,37.733394833402905,-122.42733348674335,House,Private room,2,1.0,1.0,1.0,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,9.0,8.0,150.0
6550,f,strict_14_with_grace_period,t,1,Potrero Hill,94107.0,37.75274596272752,-122.4023869154607,Condominium,Entire home/apt,4,2.0,2.0,3.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
6551,t,moderate,f,2,Castro/Upper Market,94114.0,37.757320029334046,-122.43548732792364,House,Private room,2,1.0,1.0,1.0,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
6552,f,flexible,f,3,Noe Valley,94114.0,37.75169126125568,-122.4288121707992,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
6553,f,flexible,t,1,South of Market,94105.0,37.786843954283476,-122.39249800013063,Serviced apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
6554,f,flexible,t,1,Inner Sunset,94122.0,37.75387569639133,-122.46551809190521,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,365,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3800.0
6555,f,flexible,t,2,Mission,94110.0,37.757150937462576,-122.41566659812479,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
6556,f,flexible,t,4,Bernal Heights,94110.0,37.73547575110639,-122.41860380084906,House,Private room,1,1.0,1.0,1.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,72.0
6557,f,flexible,f,2,Mission,94110.0,37.7585085244217,-122.4158424027332,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
6558,f,strict_14_with_grace_period,t,1,Outer Richmond,94121.0,37.77625304147335,-122.49012176874315,Guest suite,Entire home/apt,3,1.0,1.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
6559,f,strict_14_with_grace_period,f,2,Western Addition,94117.0,37.77376153299372,-122.427975521728,Apartment,Entire home/apt,10,1.0,3.0,6.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0
6560,f,strict_14_with_grace_period,f,1,Noe Valley,94114.0,37.74968802804669,-122.42715762993255,House,Private room,2,1.0,2.0,1.0,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,8.0,8.0,100.0
6561,f,moderate,f,3,West of Twin Peaks,94127.0,37.7357008191606,-122.46087821191746,House,Private room,1,1.0,1.0,1.0,Real Bed,2,7,100.0,9.0,9.0,10.0,10.0,10.0,9.0,90.0
6562,f,moderate,f,1,Outer Mission,94112.0,37.73075532090621,-122.4502644075956,House,Private room,2,1.0,0.0,1.0,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
6563,f,moderate,t,1,Bernal Heights,94110.0,37.748448253329116,-122.40520512679922,House,Entire home/apt,10,2.0,3.0,7.0,Real Bed,2,5,96.0,10.0,9.0,10.0,10.0,8.0,9.0,600.0
6564,f,flexible,t,5,Ocean View,94112.0,37.72065419824116,-122.44832236504021,House,Private room,2,2.0,1.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,57.0
6565,f,flexible,f,1,South of Market,94158.0,37.77392851037142,-122.39138366392879,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
6566,f,strict_14_with_grace_period,t,49,Financial District,94111.0,37.79715513003882,-122.39871935792576,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
6567,f,strict_14_with_grace_period,t,3,Mission,94110.0,37.75194679785476,-122.40949663880724,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
6571,f,strict_14_with_grace_period,t,5,Ocean View,94112.0,37.720679978694974,-122.44909490015458,House,Private room,2,2.0,2.0,1.0,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,45.0
6572,f,flexible,t,5,Ocean View,94112.0,37.720429564712674,-122.44985377434915,House,Private room,1,2.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0
6573,f,flexible,t,5,Ocean View,94112.0,37.71861546652652,-122.44930273511231,House,Private room,3,2.0,1.0,1.0,Real Bed,30,2,100.0,9.0,10.0,10.0,10.0,9.0,10.0,57.0
6574,f,moderate,t,2,Bayview,94124.0,37.73309520504676,-122.39386622622101,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
6575,t,strict_14_with_grace_period,t,6,Bayview,94124.0,37.72874978134082,-122.37127443478704,Bungalow,Private room,1,1.0,1.0,1.0,Real Bed,1,9,91.0,9.0,9.0,10.0,9.0,9.0,9.0,46.0
6576,f,strict_14_with_grace_period,f,66,Pacific Heights,94115.0,37.792577757365095,-122.4330076666192,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
6577,f,strict_14_with_grace_period,t,4,Bayview,94124.0,37.72277352895331,-122.39293262086336,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2,70.0,7.0,9.0,6.0,7.0,8.0,7.0,47.0
6578,f,super_strict_60,t,419,Marina,94123.0,37.797083037641784,-122.44238868265016,Apartment,Entire home/apt,8,3.5,4.0,4.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2567.0
6579,f,strict_14_with_grace_period,f,5,Downtown/Civic Center,94108.0,37.78935908542066,-122.4071598247848,Serviced apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0
6580,f,flexible,f,3,Outer Sunset,94116.0,37.74847290542954,-122.50686675489521,House,Private room,2,1.0,1.0,1.0,Real Bed,1,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
6581,f,strict_14_with_grace_period,f,19,Excelsior,94112.0,37.72426491307481,-122.4252472851981,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
6582,f,strict_14_with_grace_period,f,3,Potrero Hill,94107.0,37.75137396876089,-122.40070814859259,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
6583,f,strict_14_with_grace_period,t,4,Bayview,94124.0,37.720983500800976,-122.39455751250836,House,Private room,3,1.0,1.0,2.0,Real Bed,1,15,95.0,10.0,10.0,10.0,10.0,9.0,9.0,105.0
6584,f,moderate,t,1,Marina,94123.0,37.79861521996575,-122.44539702923619,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,6,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
6585,f,moderate,f,3,Noe Valley,94114.0,37.750557413601655,-122.44310260116622,Condominium,Private room,2,2.0,1.0,1.0,Real Bed,1,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
6586,f,strict_14_with_grace_period,f,1,Lakeshore,94015.0,37.7066716968382,-122.48291556894668,House,Entire home/apt,12,2.0,3.0,5.0,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
6587,f,strict_14_with_grace_period,f,3,Inner Sunset,94122.0,37.7621340955441,-122.4683441992672,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,118.0
6588,t,strict_14_with_grace_period,t,4,Nob Hill,94133.0,37.79517114632662,-122.40985573442251,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
6589,f,flexible,t,2,Bernal Heights,94110.0,37.74725624286698,-122.41955841425144,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,3,2,90.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0
6590,f,flexible,f,2,West of Twin Peaks,94127.0,37.72953781543116,-122.463425835157,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
6591,f,moderate,f,1,Mission,94110.0,37.759134129430855,-122.41890145188988,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
6592,f,strict_14_with_grace_period,f,2,Presidio Heights,94118.0,37.78947076567864,-122.45246093278419,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
6593,t,strict_14_with_grace_period,f,2,Haight Ashbury,94117.0,37.77025991203928,-122.44921285654388,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,219.0
6594,f,strict_14_with_grace_period,f,803,South of Market,94107.0,37.7802528395774,-122.40320824591134,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
6595,f,strict_14_with_grace_period,f,803,South of Market,94107.0,37.78236292035567,-122.40058502504999,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0
6596,f,moderate,t,1,Bernal Heights,94110.0,37.739251048704254,-122.41430695773819,Guest suite,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,94.0
6597,f,flexible,t,2,Financial District,94105.0,37.790010313745015,-122.39495674454908,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,180,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,250.0
6598,f,moderate,t,1,Outer Sunset,94116.0,37.75005781108308,-122.4869764471092,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,1,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
6599,f,strict_14_with_grace_period,f,5,Western Addition,94117.0,37.77711912313658,-122.43806123166401,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,30,1,20.0,2.0,2.0,2.0,2.0,2.0,2.0,35.0
6600,f,strict_14_with_grace_period,f,3,Noe Valley,94114.0,37.75066239258872,-122.44214551241369,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,3,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,340.0
6601,f,flexible,t,1,Downtown/Civic Center,94102.0,37.78459861402895,-122.41303304884515,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
6602,f,flexible,f,1,Russian Hill,94109.0,37.80643993915912,-122.42181467826708,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,950.0
6603,f,strict_14_with_grace_period,t,3,Outer Richmond,94121.0,37.77294835570663,-122.50542598814847,House,Private room,2,1.5,1.0,1.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
6604,t,strict_14_with_grace_period,f,2,Castro/Upper Market,94114.0,37.75889739571744,-122.42876129809088,House,Private room,2,1.0,1.0,1.0,Real Bed,2,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
6605,f,flexible,t,1,Nob Hill,94109.0,37.79501981880981,-122.41897343676601,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,4,95.0,10.0,9.0,10.0,10.0,10.0,9.0,195.0
6606,f,flexible,f,22,Mission,94110.0,37.75580179096622,-122.42524030208376,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
6607,t,flexible,f,2,Western Addition,94115.0,37.78558976942682,-122.43979247360788,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,180,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
6608,f,flexible,t,1,Marina,94123.0,37.797714812600105,-122.44108455755037,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
6609,f,strict_14_with_grace_period,t,350,South of Market,94103.0,37.7788539438326,-122.41412052809956,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,186.0
6610,f,moderate,f,2,Nob Hill,94109.0,37.7925791051574,-122.4184290082045,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
6611,f,flexible,t,1,Outer Mission,94112.0,37.72879540456799,-122.44845484117829,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,90,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
6612,f,flexible,f,2,Parkside,94116.0,37.7365444577327,-122.50419079331701,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
6613,f,strict_14_with_grace_period,f,1,South of Market,94103.0,37.77177827637842,-122.42129391766242,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0
6614,f,strict_14_with_grace_period,t,350,South of Market,94107.0,37.77781384052905,-122.40299556523749,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,202.0
6615,f,moderate,f,1,Russian Hill,94133.0,37.79781130991769,-122.4077986271258,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,295.0
6616,t,strict_14_with_grace_period,t,5,Nob Hill,94109.0,37.78981122758635,-122.41344041681732,Aparthotel,Private room,2,1.0,1.0,2.0,Real Bed,1,14,94.0,9.0,9.0,9.0,10.0,10.0,10.0,99.0
6617,t,strict_14_with_grace_period,t,5,Nob Hill,94109.0,37.7904886484794,-122.41310278326701,Aparthotel,Private room,2,1.0,1.0,2.0,Real Bed,1,10,84.0,9.0,10.0,9.0,10.0,8.0,9.0,99.0
6618,t,strict_14_with_grace_period,t,5,Nob Hill,94109.0,37.789941532443095,-122.4148142578619,Aparthotel,Private room,2,1.0,1.0,2.0,Real Bed,1,9,93.0,9.0,9.0,10.0,10.0,10.0,9.0,99.0
6619,f,moderate,t,1,Western Addition,94115.0,37.778144190705646,-122.43691393037956,Townhouse,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
6620,f,flexible,t,2,Financial District,94104.0,37.790250433339374,-122.403279030893,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
6621,f,flexible,t,2,Potrero Hill,94107.0,37.759919960520136,-122.3975323038536,Guest suite,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
6622,f,flexible,t,2,Marina,94123.0,37.79855832047127,-122.43569056291989,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,3,100.0,9.0,9.0,10.0,10.0,10.0,9.0,275.0
6623,t,flexible,f,4,Outer Sunset,94122.0,37.76399961124579,-122.47856545067712,House,Private room,3,1.0,1.0,2.0,Real Bed,1,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
6624,f,strict_14_with_grace_period,f,66,Chinatown,94108.0,37.79212467951208,-122.40803444071074,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,143.0
6625,f,strict_14_with_grace_period,t,1,Nob Hill,94109.0,37.790933446485866,-122.41360181856881,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
6626,f,strict_14_with_grace_period,t,4,Bayview,94124.0,37.72126751218838,-122.39410333847992,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,1,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,263.0
6627,f,strict_14_with_grace_period,f,2,Outer Richmond,94121.0,37.77641929041723,-122.4869311186853,Apartment,Entire home/apt,10,2.0,3.0,5.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
6628,f,flexible,t,2,Ocean View,94112.0,37.71265668945481,-122.45722106328856,House,Private room,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,45.0
6629,f,strict_14_with_grace_period,t,350,South of Market,94107.0,37.78414599753441,-122.3916212104293,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,173.0
6630,f,strict_14_with_grace_period,t,350,South of Market,94158.0,37.7755429826188,-122.38944845510859,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
6631,f,strict_14_with_grace_period,f,5,Western Addition,94117.0,37.776087212002395,-122.43737061224395,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,31,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,29.0
6632,f,strict_14_with_grace_period,f,5,Western Addition,94117.0,37.776275813017634,-122.43670788233307,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0
6633,f,flexible,f,1,Western Addition,94117.0,37.77354284641466,-122.43558206028123,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
6634,f,flexible,f,1,Noe Valley,94114.0,37.75321993816289,-122.44032575247293,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0
6635,f,strict_14_with_grace_period,t,6,Parkside,94116.0,37.743955769958504,-122.49786297768308,House,Private room,2,1.0,1.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
6636,f,flexible,t,1,Mission,94110.0,37.748023368591596,-122.42432639088871,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
6638,f,flexible,t,3,Potrero Hill,94107.0,37.752300230557374,-122.4020005324977,House,Entire home/apt,8,1.0,2.0,1.0,Real Bed,1,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,650.0
6639,f,flexible,t,3,Bernal Heights,94110.0,37.73563057874463,-122.41672524419313,Apartment,Entire home/apt,4,1.5,0.0,2.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
6640,f,moderate,f,1,South of Market,94103.0,37.7738632932511,-122.41231187420229,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,2,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
6641,f,flexible,f,2,Glen Park,94131.0,37.73936578897517,-122.43042587217852,Treehouse,Private room,2,0.5,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
6643,f,strict_14_with_grace_period,t,45,Downtown/Civic Center,94102.0,37.78488787238958,-122.41090892767116,Hostel,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,59.0
6644,f,flexible,t,1,Marina,94123.0,37.798453933524755,-122.42794734251821,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
